1.020065572698095613e+00,-8.632451774300068381e-01,-3.691349917251792595e-02
1.447501574757264819e+00,-1.125076702403261963e+00,-1.574194538581371455e-03
1.615867195393688949e+00,-1.199330631248942680e+00,1.313493367212060191e-02
1.661586939593365786e+00,-1.249791351103087811e+00,3.701417640726579333e-02
1.656823659801724080e+00,-1.282653692626745112e+00,8.286787889765351300e-02
1.650338004133888647e+00,-1.286926374526154326e+00,8.718760467430414218e-02
1.640342391245989129e+00,-1.279022121769966436e+00,4.936016921588794182e-02
1.617902533199401915e+00,-1.294286323631990143e+00,8.195230662273185473e-03
1.575769615172296412e+00,-1.327357064065098902e+00,1.687080608125809261e-02
1.539556178081304516e+00,-1.361996913637402606e+00,5.033388532554904093e-02
1.524138111707340704e+00,-1.371640287983870277e+00,6.426669614954319543e-02
1.527661304701144473e+00,-1.360204345426145434e+00,3.673911928725717702e-02
1.521997888791397191e+00,-1.354714206533384813e+00,8.331534791308076171e-03
1.517068897113330816e+00,-1.362038049552759977e+00,-1.336399556799776345e-02
1.490148321104737494e+00,-1.378298979388040690e+00,-1.810843640141564584e-02
1.469588013989910014e+00,-1.396324794423820403e+00,-8.987826632998996076e-03
1.450063884385383028e+00,-1.395545341936875516e+00,4.665550845356733478e-03
1.457336701485831831e+00,-1.381599592007179744e+00,1.181798450766453207e-03
1.476243675796332866e+00,-1.377146624912533923e+00,-2.396517675304937062e-02
1.491779705959382696e+00,-1.391760049392143594e+00,-4.149256873560729086e-02
1.481566248139580821e+00,-1.391477651665399939e+00,-2.756302029420855046e-02
1.472065597672012061e+00,-1.379879563803026343e+00,-1.729942397858540148e-02
1.474231750718064449e+00,-1.361241020699602844e+00,-3.420718482015100426e-02
1.488806581239007887e+00,-1.358248865664586136e+00,-5.278577806538564676e-02
1.486296771257540783e+00,-1.363090336999249308e+00,-4.688712918038138305e-02
1.477899309039213183e+00,-1.375417815471935867e+00,-4.858170853513106568e-02
1.472401291048659466e+00,-1.379051637736014468e+00,-4.544618397131097026e-02
1.467733864835205182e+00,-1.362812025201870281e+00,-5.303361135830093887e-02
1.476590412689842369e+00,-1.348134166609427309e+00,-7.654423126273865452e-02
1.475008026705556752e+00,-1.362833388350141783e+00,-9.441063195602086844e-02
1.472673934615929436e+00,-1.370356301599657156e+00,-8.313330190771894834e-02
1.470651864033177603e+00,-1.363007087796547445e+00,-5.507015859301753191e-02
1.483129308679994374e+00,-1.350973175074572818e+00,-6.659943704865951830e-02
1.485600045367072575e+00,-1.344314933760525577e+00,-1.113230816981907456e-01
1.477416597842044599e+00,-1.355926315053460618e+00,-1.390724875628165380e-01
1.454779196877267200e+00,-1.378588297210260327e+00,-1.205004115670068043e-01
1.437492990014812566e+00,-1.380950589579128085e+00,-8.677841179951067963e-02
1.442696536388339279e+00,-1.380229257601468307e+00,-9.234522424920565964e-02
1.465658571043534586e+00,-1.371699615428240149e+00,-1.197433103688706757e-01
1.475037235948504444e+00,-1.375146891202890576e+00,-1.429690508024070439e-01
1.464477491252858643e+00,-1.372273886088097639e+00,-1.464984060970804802e-01
1.448002333699797362e+00,-1.372107427888599629e+00,-1.447085587303864607e-01
1.445718634679897585e+00,-1.384613646041425783e+00,-1.535539914202521394e-01
1.445000117762362812e+00,-1.395331348070698363e+00,-1.533056587752270605e-01
1.445423495348611809e+00,-1.388590711949792889e+00,-1.443290856893145735e-01
1.470681764155802096e+00,-1.357090036596915184e+00,-1.543496910648814169e-01
1.491450287047115797e+00,-1.340682367151434518e+00,-1.976840811653888808e-01
1.485232079999977195e+00,-1.360306446364624167e+00,-2.225629793097220754e-01
